tingakt,parent,similarity
5,magnetis,"[('optis', 0.7746087312698364), ('magnetik', 0.7674070596694946), ('resonansi', 0.7425283193588257), ('piezoelektrik', 0.7353565096855164), ('hamburan', 0.7158833146095276), ('elastis', 0.6981673240661621), ('diode', 0.6961498260498047), ('vibrasi', 0.6936917901039124), ('detektor', 0.6878565549850464), ('elektromagnetik', 0.6845181584358215)]"
5,neutrino,"[('positron', 0.7999557852745056), ('muon', 0.7803838849067688), ('meson', 0.7694060206413269), ('hadron', 0.7650299072265625), ('netron', 0.7446390986442566), ('lepton', 0.744379460811615), ('resonansi', 0.7383725643157959), ('neutron', 0.7368449568748474), ('hamburan', 0.7367311716079712), ('foton', 0.7219575643539429)]"
5,osilator,"[('harmonik', 0.8078451752662659), ('kapasitor', 0.7719603180885315), ('diode', 0.7664185762405396), ('dielektrik', 0.7633780241012573), ('induktor', 0.7621780037879944), ('transduser', 0.7549498081207275), ('transformator', 0.7522653937339783), ('fluks', 0.7497653961181641), ('kapasitansi', 0.7407599687576294), ('regangan', 0.7393534779548645)]"
5,fluks,"[('magnetik', 0.8206971883773804), ('gradien', 0.7752701640129089), ('induktansi', 0.7695595622062683), ('dielektrik', 0.7575365900993347), ('regangan', 0.7524885535240173), ('kapasitansi', 0.7524263262748718), ('osilator', 0.7497653365135193), ('termal', 0.7449407577514648), ('absorpsi', 0.7373461127281189), ('tetapan', 0.7368730902671814)]"
5,hidrolisis,"[('polimerisasi', 0.8774792551994324), ('dekomposisi', 0.8521373867988586), ('fosforilasi', 0.8418114185333252), ('hidrogenasi', 0.8338049650192261), ('reduksi', 0.8225928544998169), ('adisi', 0.8190036416053772), ('etilena', 0.8177463412284851), ('formaldehida', 0.8093463778495789), ('kondensasi', 0.8049914240837097), ('protonasi', 0.8043023347854614)]"
5,polimerisasi,"[('hidrogenasi', 0.8883763551712036), ('hidrolisis', 0.8774791955947876), ('etilena', 0.8479127883911133), ('alkilasi', 0.839733898639679), ('butadiena', 0.82984459400177), ('olefin', 0.8249879479408264), ('dimetil', 0.8239108324050903), ('sikloheksana', 0.8223005533218384), ('toluena', 0.8210391402244568), ('adisi', 0.8155431151390076)]"
5,pelarutan,"[('kristalisasi', 0.8387042880058289), ('dekomposisi', 0.833741307258606), ('pengendapan', 0.7930854558944702), ('kondensasi', 0.7881125807762146), ('rekristalisasi', 0.7845613360404968), ('hidrolisis', 0.7751617431640625), ('formaldehida', 0.7719300985336304), ('netralisasi', 0.7717886567115784), ('hidrasi', 0.7645771503448486), ('filtrasi', 0.7620479464530945)]"
5,lelehan,"[('silika', 0.8022777438163757), ('kristalisasi', 0.7997754216194153), ('karbonat', 0.7953686714172363), ('amonia', 0.793893039226532), ('pengotor', 0.7822949886322021), ('endapan', 0.7822502255439758), ('kondensasi', 0.7808300256729126), ('sulfur', 0.7745687365531921), ('hidrat', 0.7694224119186401), ('silikat', 0.7664987444877625)]"
5,reduksi,"[('hidrolisis', 0.8225927948951721), ('hidrogenasi', 0.8079568147659302), ('dekomposisi', 0.8065916299819946), ('polimerisasi', 0.8026455044746399), ('oksidasi', 0.7980428338050842), ('kondensasi', 0.7770370244979858), ('hidrasi', 0.7740363478660583), ('kristalisasi', 0.7682104706764221), ('keton', 0.7642433047294617), ('katalitik', 0.7598766684532166)]"
5,hidrasi,"[('formaldehida', 0.8069819211959839), ('hidrolisis', 0.7931773662567139), ('bikarbonat', 0.7858871221542358), ('hidroksida', 0.7845821380615234), ('amonia', 0.7816954255104065), ('hipoklorit', 0.7805373072624207), ('etilena', 0.7791956663131714), ('anhidrat', 0.7771602869033813), ('oksidasi', 0.7767259478569031), ('kondensasi', 0.7754485011100769)]"
5,formaldehida,"[('metanol', 0.8649422526359558), ('aseton', 0.8637714982032776), ('etilena', 0.8590632081031799), ('amonia', 0.8543616533279419), ('glikol', 0.8509272933006287), ('dimetil', 0.8501157164573669), ('etilen', 0.8458461165428162), ('toluena', 0.8366044163703918), ('fenol', 0.8327293395996094), ('anhidrida', 0.8324609994888306)]"
5,protoplanet,"[('akresi', 0.7749224305152893), ('tubrukan', 0.6450587511062622), ('planetesimal', 0.6044962406158447), ('antarbintang', 0.6019790768623352), ('ejecta', 0.597907543182373), ('supernova', 0.5884242057800293), ('gumpalan', 0.5862756371498108), ('supergugus', 0.5818856954574585), ('positron', 0.5816542506217957), ('meteoroid', 0.5808721780776978)]"
5,hamburan,"[('difraksi', 0.8395293354988098), ('dispersi', 0.772539496421814), ('spektroskopi', 0.759706437587738), ('absorpsi', 0.7581316828727722), ('kristalografi', 0.7570310831069946), ('refraksi', 0.7542354464530945), ('pemantulan', 0.7404277920722961), ('neutrino', 0.7367311716079712), ('kosmik', 0.7304263114929199), ('vibrasi', 0.7296300530433655)]"
5,nukleosintesis,"[('peluruhan', 0.7126133441925049), ('akresi', 0.7038635015487671), ('fusi', 0.6691117286682129), ('supernova', 0.658660352230072), ('neutron', 0.6486852169036865), ('fisi', 0.6424363851547241), ('dekomposisi', 0.6395591497421265), ('stelar', 0.6345913410186768), ('helium', 0.6190543174743652), ('kondensasi', 0.6164738535881042)]"
5,korona,"[('lucutan', 0.7381096482276917), ('absorpsi', 0.7197470664978027), ('fluks', 0.7132070660591125), ('polaritas', 0.6880505681037903), ('hamburan', 0.6783977150917053), ('heliosfer', 0.6777288913726807), ('akresi', 0.6761114001274109), ('gradien', 0.6684308052062988), ('konduksi', 0.6647211909294128), ('inversi', 0.6594008207321167)]"
5,alterasi,"[('pelapukan', 0.7929986119270325), ('pengendapan', 0.7839722037315369), ('kristalisasi', 0.7827209830284119), ('pelarutan', 0.7572662234306335), ('endapan', 0.7556783556938171), ('dolomit', 0.7548729777336121), ('lelehan', 0.7525007128715515), ('dekomposisi', 0.7343543767929077), ('kondensasi', 0.7253917455673218), ('metamorfisme', 0.7228584885597229)]"
5,antarbintang,"[('antarplanet', 0.6724697947502136), ('akresi', 0.6719686388969421), ('heliosfer', 0.6572146415710449), ('ionosfer', 0.6566142439842224), ('atomik', 0.6563671827316284), ('kosmik', 0.6454169750213623), ('hamburan', 0.6395615935325623), ('neutrino', 0.6287569999694824), ('positron', 0.6193475723266602), ('foton', 0.6192055344581604)]"
5,dipol,"[('resonansi', 0.6999584436416626), ('terinduksi', 0.6962600946426392), ('elektrostatik', 0.6925405263900757), ('vibrasi', 0.689048171043396), ('regangan', 0.6689635515213013), ('tolakan', 0.667803943157196), ('kepolaran', 0.6615104079246521), ('waals', 0.6592298746109009), ('inversi', 0.6550882458686829), ('gradien', 0.6541711091995239)]"
5,interferensi,"[('polarisasi', 0.7957870960235596), ('derau', 0.7534248232841492), ('aberasi', 0.7171957492828369), ('dispersi', 0.704372227191925), ('eksitasi', 0.7035669088363647), ('elektromagnetik', 0.7010478973388672), ('difraksi', 0.6969234347343445), ('induksi', 0.6942701935768127), ('resonansi', 0.6926077604293823), ('amplitudo', 0.6912184953689575)]"
5,hiperkonjugasi,"[('elektrofilik', 0.7335631847381592), ('stereokimia', 0.7281873226165771), ('siklik', 0.7245886921882629), ('elektrofil', 0.7167999148368835), ('karbonil', 0.7047559022903442), ('deprotonasi', 0.7039755582809448), ('olefin', 0.7032570242881775), ('redoks', 0.7024345993995667), ('karbokation', 0.6993198394775391), ('konjugasi', 0.6966950297355652)]"
5,antarmolekul,"[('elektrostatik', 0.7663033604621887), ('waals', 0.7390598654747009), ('hambat', 0.7218822240829468), ('sentrifugal', 0.7042535543441772), ('sentripetal', 0.6929757595062256), ('intermolekuler', 0.6659486293792725), ('resultan', 0.6651669144630432), ('coriolis', 0.6645846962928772), ('vibrasi', 0.6212556958198547), ('hiperkonjugasi', 0.6210566759109497)]"
5,sentrifugal,"[('hambat', 0.7546736001968384), ('sentripetal', 0.73935866355896), ('elektrostatik', 0.7277359366416931), ('antarmolekul', 0.704253613948822), ('geser', 0.6934744119644165), ('resultan', 0.6924204230308533), ('radial', 0.6820852160453796), ('elektromotif', 0.6792827248573303), ('statik', 0.672804594039917), ('pegas', 0.6667030453681946)]"
5,elektrokimia,"[('adsorpsi', 0.8148601055145264), ('redoks', 0.8022237420082092), ('katalitik', 0.7832927703857422), ('koloid', 0.7793561220169067), ('katalisis', 0.7742665410041809), ('stereokimia', 0.7724733948707581), ('kationik', 0.7631537914276123), ('elektroforesis', 0.7609872817993164), ('kromatografi', 0.7571913599967957), ('hidrogenasi', 0.7491903901100159)]"
5,elektromagnetik,"[('magnetik', 0.7981411814689636), ('magnet', 0.7608672976493835), ('foton', 0.7405930757522583), ('elektromagnet', 0.727921724319458), ('radiasi', 0.7275272607803345), ('hamburan', 0.7153908014297485), ('resonansi', 0.7050955295562744), ('elektrostatik', 0.704840362071991), ('interferensi', 0.7010480165481567), ('spektroskopi', 0.6982349157333374)]"
5,elektrolit,"[('hemoglobin', 0.7995926737785339), ('koloid', 0.7908820509910583), ('bikarbonat', 0.7855675220489502), ('spesi', 0.7827568054199219), ('kelarutan', 0.7713056206703186), ('dimer', 0.769209086894989), ('pelarut', 0.765447735786438), ('fluorida', 0.7647393941879272), ('trigliserida', 0.7622402906417847), ('iodin', 0.7617462873458862)]"
5,adsorpsi,"[('elektrokimia', 0.8148601055145264), ('absorpsi', 0.8094630837440491), ('filtrasi', 0.7750108242034912), ('koloid', 0.7634808421134949), ('redoks', 0.7552470564842224), ('kinetika', 0.747353732585907), ('kromatografi', 0.7462767958641052), ('stereokimia', 0.74370276927948), ('rekristalisasi', 0.7420458793640137), ('fraksional', 0.7381397485733032)]"
5,dielektrik,"[('permitivitas', 0.8159568905830383), ('termal', 0.7915613651275635), ('superkonduktor', 0.7892886400222778), ('regangan', 0.7749728560447693), ('densitas', 0.7650964856147766), ('osilator', 0.7633779644966125), ('viskositas', 0.7627279758453369), ('konduktivitas', 0.758169949054718), ('fluks', 0.7575365304946899), ('impedansi', 0.7519645094871521)]"
5,dispersi,"[('hamburan', 0.772539496421814), ('vibrasi', 0.7652286887168884), ('eksitasi', 0.7482326030731201), ('polarisasi', 0.7382378578186035), ('adsorpsi', 0.7263126969337463), ('dielektrik', 0.7257201671600342), ('absorpsi', 0.7245076298713684), ('koloid', 0.7231307625770569), ('difraksi', 0.7227842807769775), ('regangan', 0.7226302027702332)]"
5,berkontak,"[('bersentuhan', 0.7682941555976868), ('bertumbukan', 0.7029637098312378), ('tercampur', 0.6948649883270264), ('direaksikan', 0.6866310238838196), ('berasosiasi', 0.6667041778564453), ('bercampur', 0.6611758470535278), ('mereaksikan', 0.6541256904602051), ('bereaksi', 0.6477624773979187), ('berikatan', 0.6466536521911621), ('diencerkan', 0.6219536662101746)]"
5,bergesekan,"[('bersentuhan', 0.7092488408088684), ('bertumbukan', 0.7004005908966064), ('bersilangan', 0.668806254863739), ('bersinggungan', 0.6529299020767212), ('berkontraksi', 0.6218704581260681), ('digosok', 0.6134850382804871), ('bertabrakan', 0.6115983724594116), ('dilapis', 0.6105306148529053), ('direaksikan', 0.6090362668037415), ('berbenturan', 0.5984722971916199)]"
5,berikatan,"[('direaksikan', 0.732521116733551), ('substituen', 0.7297167778015137), ('ligan', 0.7091224193572998), ('bereaksi', 0.7005555033683777), ('berfusi', 0.6901522874832153), ('berasosiasi', 0.686828076839447), ('mengoksidasi', 0.682946503162384), ('bertumbukan', 0.6822127103805542), ('berkoordinasi', 0.678234875202179), ('karbonil', 0.6674497723579407)]"
5,bersinggungan,"[('berbenturan', 0.754422128200531), ('bersentuhan', 0.7415467500686646), ('berasosiasi', 0.7308417558670044), ('berhubungan', 0.7168658375740051), ('bertalian', 0.7055175304412842), ('berkoordinasi', 0.7019638419151306), ('berkontradiksi', 0.6837812066078186), ('berkonflik', 0.6823828220367432), ('berseberangan', 0.6788354516029358), ('bertumbukan', 0.6780322194099426)]"
5,direaksikan,"[('dititrasi', 0.7461307048797607), ('bereaksi', 0.7406231760978699), ('mengoksidasi', 0.7401202321052551), ('berikatan', 0.7325212359428406), ('teroksidasi', 0.7228651642799377), ('mereaksikan', 0.7207415103912354), ('dipanaskan', 0.7158077955245972), ('dicampurkan', 0.7137594819068909), ('dilarutkan', 0.7134321331977844), ('dioksidasi', 0.7116130590438843)]"
5,bersilangan,"[('berpotongan', 0.7450063824653625), ('bertindihan', 0.686205267906189), ('bersambungan', 0.6817201375961304), ('bertautan', 0.6716955304145813), ('bergesekan', 0.6688061952590942), ('menyilang', 0.6681385040283203), ('bertumbukan', 0.6596207022666931), ('bersinggungan', 0.6583596467971802), ('mengait', 0.6423508524894714), ('tersambung', 0.6249004006385803)]"
5,mereaksikannya,"[('isostruktural', 0.7686954736709595), ('mereaksikan', 0.7520433068275452), ('bebatasan', 0.7445554733276367), ('berbatsan', 0.7247155904769897), ('berbatasn', 0.7231084108352661), ('meresponsnya', 0.7204625606536865), ('setipe', 0.7143640518188477), ('melewatkannya', 0.7085467576980591), ('berkombinasi', 0.7006334662437439), ('entengnya', 0.6999459266662598)]"
5,berasosiasi,"[('bersinggungan', 0.7308417558670044), ('bersimbiosis', 0.7105480432510376), ('berkebalikan', 0.6989520192146301), ('berikatan', 0.686828076839447), ('dikombinasikan', 0.6776930689811707), ('berhubungan', 0.6731325387954712), ('berkoordinasi', 0.6672165393829346), ('berkontak', 0.6667041182518005), ('berkorelasi', 0.6636354327201843), ('bertalian', 0.6632105112075806)]"
5,menyalip,"[('bersenggolan', 0.695170521736145), ('schumi', 0.6875746846199036), ('finish', 0.6851150989532471), ('membalap', 0.6807653307914734), ('finis', 0.6781432032585144), ('barrichello', 0.6760321259498596), ('menyeruduk', 0.6713671684265137), ('raikkonen', 0.6449299454689026), ('marquez', 0.635928213596344), ('alonso', 0.6301587224006653)]"
5,membalap,"[('menyalip', 0.6807653903961182), ('bersenggolan', 0.652088463306427), ('diajang', 0.6349732279777527), ('mengetes', 0.6346837878227234), ('gokart', 0.6318989396095276), ('berkompetisi', 0.6273009181022644), ('ducati', 0.6185003519058228), ('berlomba', 0.6171924471855164), ('bertanding', 0.614836573600769), ('wrc', 0.6137858629226685)]"
5,menyeruduk,"[('menyenggol', 0.7376701831817627), ('menyalip', 0.6713671684265137), ('melintir', 0.651370644569397), ('schumi', 0.6467788815498352), ('kovalainen', 0.6466119289398193), ('barrichello', 0.6444558501243591), ('trulli', 0.6427438259124756), ('pedrosa', 0.6395701169967651), ('ayrton', 0.6346691250801086), ('iannone', 0.6312514543533325)]"
5,berduel,"[('berkelahi', 0.812884509563446), ('bertarung', 0.7714539170265198), ('berseteru', 0.7116765379905701), ('menghajar', 0.7079007625579834), ('memukulnya', 0.6925826668739319), ('berkonfrontasi', 0.6913215517997742), ('bersekongkol', 0.6900930404663086), ('membalasnya', 0.6847624182701111), ('bertengkar', 0.6839044690132141), ('bersitegang', 0.6783936619758606)]"
5,berkonfrontasi,"[('berseteru', 0.764804482460022), ('beraliansi', 0.7562347054481506), ('bersitegang', 0.753047525882721), ('berkonflik', 0.7504586577415466), ('membalasnya', 0.7299536466598511), ('menjodohkannya', 0.7257984280586243), ('berurusan', 0.7248669862747192), ('berpapasan', 0.7241982817649841), ('berjumpa', 0.7206840515136719), ('bernegosiasi', 0.7193853259086609)]"
5,berjumpa,"[('berkenalan', 0.8447732925415039), ('bertemu', 0.8356237411499023), ('berpapasan', 0.7672934532165527), ('bertengkar', 0.749916136264801), ('berseteru', 0.7453469038009644), ('menjodohkan', 0.7349558472633362), ('bersua', 0.7332962155342102), ('berkonfrontasi', 0.7206840515136719), ('bersetubuh', 0.7181581854820251), ('dijodohkan', 0.7107013463973999)]"
5,bersilang,"[('berpapasan', 0.7284584641456604), ('berkebalikan', 0.6066805720329285), ('dikombinasi', 0.5977740287780762), ('berbenturan', 0.5860353708267212), ('dikontraskan', 0.5853763222694397), ('menjodohkannya', 0.5848851203918457), ('bersinggungan', 0.584374725818634), ('berkoordinasi', 0.5820839405059814), ('berkerjasama', 0.5713571310043335), ('mereaksikan', 0.5711519718170166)]"
5,berkenalan,"[('berjumpa', 0.8447733521461487), ('seangkatan', 0.764549970626831), ('bertemu', 0.7416616678237915), ('berpacaran', 0.7283851504325867), ('berkencan', 0.7202451825141907), ('berteman', 0.7071967720985413), ('bergaul', 0.7038734555244446), ('berseteru', 0.7030931115150452), ('menjodohkan', 0.688413143157959), ('dijodohkan', 0.685605525970459)]"
5,bersanding,"[('berjumpa', 0.6848869323730469), ('berpapasan', 0.6679435968399048), ('berkenalan', 0.6678411364555359), ('seangkatan', 0.6620711088180542), ('berduet', 0.6546220183372498), ('bermesraan', 0.6483197808265686), ('menjodohkannya', 0.6475391387939453), ('menjodohkan', 0.6392161250114441), ('dikawinkan', 0.6361199617385864), ('mengawalinya', 0.6243658661842346)]"
5,menjodohkannya,"[('menikahkannya', 0.8469653725624084), ('menjodohkan', 0.824970543384552), ('dijodohkan', 0.7713144421577454), ('menikahkan', 0.7646163105964661), ('dinikahkan', 0.7587765455245972), ('beraliansi', 0.7426837086677551), ('dikawinkan', 0.7396942377090454), ('berjodoh', 0.7371071577072144), ('berselingkuh', 0.7295461297035217), ('ditunangkan', 0.7269525527954102)]"
5,bertemu,"[('berjumpa', 0.8356238007545471), ('berkenalan', 0.7416617274284363), ('berseteru', 0.6814363598823547), ('bertengkar', 0.6768011450767517), ('menemui', 0.6699747443199158), ('berpapasan', 0.6623346209526062), ('bertunangan', 0.6600053310394287), ('dipertemukan', 0.6547530889511108), ('berhadapan', 0.6454041600227356), ('berpacaran', 0.6439433097839355)]"
5,dioperasikannya,"[('beroperasinya', 0.6662238240242004), ('diresmikannya', 0.6023348569869995), ('ditutupnya', 0.5605034828186035), ('bertabrakkan', 0.5571045279502869), ('dibukanya', 0.5402486324310303), ('dielektrifikasi', 0.5329980850219727), ('diluncurkannya', 0.5303272008895874), ('ditambahkannya', 0.5242037177085876), ('dibangunnya', 0.5197544693946838), ('diundangkannya', 0.5169717669487)]"
5,terguling,"[('anjlok', 0.6542774438858032), ('tergelincir', 0.6151894927024841), ('keretanya', 0.5960046052932739), ('menabrak', 0.5951765179634094), ('ringsek', 0.5924838185310364), ('oleng', 0.5608814358711243), ('menyenggol', 0.5562870502471924), ('mobilnya', 0.5515954494476318), ('terjatuh', 0.5500924587249756), ('tertabrak', 0.5467348098754883)]"
